Domain Code,Domain,Area Code,Area,Indicator Code,Indicator,Source Code,FAO Source,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OE","Employment Indicators","CPV","Cabo Verde","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","3.548444","X","International reliable sources","Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers Employment definition: Including subsistence workers"
"OE","Employment Indicators","CPV","Cabo Verde","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","3.414716","X","International reliable sources","Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers Employment definition: Including subsistence workers"
"OE","Employment Indicators","KHM","Cambodia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2000","2000","%","16.55633","X","International reliable sources","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","KHM","Cambodia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2001","2001","%","22.41446","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","KHM","Cambodia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","20.84519","X","International reliable sources","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1987","1987","%","1.388954","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1988","1988","%","1.240913","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1989","1989","%","1.223662","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1990","1990","%","1.172465","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1991","1991","%","1.316414","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1992","1992","%","1.274599","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1993","1993","%","1.315204","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1994","1994","%","1.256539","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1995","1995","%","1.197792","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1996","1996","%","1.17463","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1997","1997","%","1.04976","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1998","1998","%","1.114893","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1999","1999","%","1.046761","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2000","2000","%","0.997649","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2001","2001","%","0.92616","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2002","2002","%","0.903069","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2003","2003","%","0.889899","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2004","2004","%","0.860372","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2005","2005","%","0.928961","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2006","2006","%","0.996962","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2007","2007","%","0.889159","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2008","2008","%","0.857921","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2009","2009","%","0.844342","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2010","2010","%","0.791167","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","0.801588","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","0.808943","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","0.80946","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","0.817144","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","0.771723","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","0.768115","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","0.715585","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","0.746349","X","International reliable sources",""
"OE","Employment Indicators","CAN","Canada","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2019","2019","%","0.815948","X","International reliable sources",""
"OE","Employment Indicators","CYM","Cayman Islands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","0.431133","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Data reference period: October"
"OE","Employment Indicators","CYM","Cayman Islands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","0.672087","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Data reference period: October"
"OE","Employment Indicators","CYM","Cayman Islands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","0.637819","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Data reference period: October"
"OE","Employment Indicators","CYM","Cayman Islands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","0.63472","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Data reference period: October | Age coverage - maximum age: 65 years old"
"OE","Employment Indicators","CYM","Cayman Islands","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","0.614074","X","International reliable sources","Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers Data reference period: October"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1996","1996","%","12.14474","X","International reliable sources",""
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1997","1997","%","11.14502","X","International reliable sources",""
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1998","1998","%","10.40527","X","International reliable sources",""
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1999","1999","%","10.78349","X","International reliable sources",""
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2000","2000","%","10.60917","X","International reliable sources",""
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2001","2001","%","10.10258","X","International reliable sources",""
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2002","2002","%","10.0248","X","International reliable sources",""
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2003","2003","%","10.07475","X","International reliable sources",""
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2006","2006","%","11.15299","X","International reliable sources","Data reference period: Fourth quarter"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2007","2007","%","10.9913","X","International reliable sources","Data reference period: Fourth quarter"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2008","2008","%","10.47608","X","International reliable sources","Data reference period: Fourth quarter"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2010","2010","%","9.535577","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","9.192184","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","8.703743","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","8.047062","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","8.028531","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","8.098769","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","8.103073","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","8.213415","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CHL","Chile","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","8.182223","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1989","1989","%","0.370126","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1990","1990","%","0.030169","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1991","1991","%","0.033758","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1992","1992","%","0.093715","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1993","1993","%","0.012589","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1994","1994","%","0.024644","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1995","1995","%","0.013247","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1996","1996","%","0.057804","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1997","1997","%","0.056497","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1999","1999","%","0.057208","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2000","2000","%","0.058072","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2003","2003","%","0.10923","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2004","2004","%","0.154879","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2005","2005","%","0.093941","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2006","2006","%","0.124792","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2007","2007","%","0.036443","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2008","2008","%","0.100368","X","International reliable sources","Population coverage: Excluding armed forces and/or conscripts | Age coverage - minimum age: 14 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2009","2009","%","0.136846","X","International reliable sources","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2010","2010","%","0.136519","X","International reliable sources","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","0.165017","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"OE","Employment Indicators","MAC","China, Macao SAR","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","0.188561","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 16 years old"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1992","1992","%","1.243502","X","International reliable sources","Data reference period: September | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 12 years old"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1993","1993","%","1.040506","X","International reliable sources","Data reference period: September | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 12 years old"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1994","1994","%","1.234979","X","International reliable sources","Data reference period: September | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 12 years old"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1995","1995","%","0.852982","X","International reliable sources","Data reference period: September | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 12 years old"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1996","1996","%","1.169223","X","International reliable sources","Data reference period: September | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 12 years old"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1997","1997","%","0.809683","X","International reliable sources","Data reference period: September | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 12 years old"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1998","1998","%","0.919365","X","International reliable sources","Data reference period: September | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 12 years old"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1999","1999","%","1.002669","X","International reliable sources","Data reference period: September | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 12 years old"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2000","2000","%","1.031501","X","International reliable sources","Data reference period: September | Geographical coverage: Main cities or metropolitan areas | Age coverage - minimum age: 12 years old"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2009","2009","%","14.22826","X","International reliable sources","Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old in rural areas and 12 years old in urban areas"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2010","2010","%","13.4431","X","International reliable sources","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","13.17262","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","12.05132","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","11.37417","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","10.51679","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","10.12994","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","9.715569","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","9.830059","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","COL","Colombia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","10.16804","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","COM","Comoros","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","6.338792","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CRI","Costa Rica","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","9.78776","X","International reliable sources","Break in series: Methodology revised Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CRI","Costa Rica","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","9.549868","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CRI","Costa Rica","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","9.385105","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CRI","Costa Rica","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","10.31337","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CRI","Costa Rica","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","11.03189","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CRI","Costa Rica","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","10.90318","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CRI","Costa Rica","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","10.61129","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CRI","Costa Rica","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","11.44831","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CRI","Costa Rica","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2019","2019","%","11.2367","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CIV","Côte d'Ivoire","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","7.757493","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CIV","Côte d'Ivoire","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","11.95979","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CIV","Côte d'Ivoire","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","16.39959","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","CIV","Côte d'Ivoire","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","10.50083","X","International reliable sources","Repository: ILO-STATISTICS - Micro data processing"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1996","1996","%","2.520702","X","International reliable sources","Data reference period: November | Population coverage: Including armed forces and/or conscripts"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1997","1997","%","2.573029","X","International reliable sources","Data reference period: June | Population coverage: Including armed forces and/or conscripts"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1998","1998","%","2.792859","X","International reliable sources","Population coverage: Including armed forces and/or conscripts"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","1999","1999","%","2.847534","X","International reliable sources","Population coverage: Including armed forces and/or conscripts"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2000","2000","%","2.799391","X","International reliable sources","Population coverage: Including armed forces and/or conscripts"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2001","2001","%","2.551433","X","International reliable sources","Population coverage: Including armed forces and/or conscripts"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2002","2002","%","3.075459","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2003","2003","%","2.991992","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2004","2004","%","2.657779","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2005","2005","%","2.779359","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2006","2006","%","2.49602","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2007","2007","%","2.074854","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2008","2008","%","2.355171","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2009","2009","%","2.25182","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2010","2010","%","2.234373","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2011","2011","%","2.619931","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2012","2012","%","2.597914","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2013","2013","%","2.258567","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2014","2014","%","3.108104","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2015","2015","%","2.88533","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2016","2016","%","2.456694","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2017","2017","%","2.513704","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
"OE","Employment Indicators","HRV","Croatia","21081","Share of employees in agriculture (% of total employees)","3023","Labour force survey","2018","2018","%","2.430242","X","International reliable sources","Working time arrangement coverage: Full-time and part time workers Repository: Eurostat special tabulation"
