iso3c,date,value,indicatorID,indicator,iso2c,country
SLV,1993,9.9399995803833,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,1994,7.67999982833862,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,1994,7.67999982833862,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,1995,7.65000009536743,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,1995,7.65000009536743,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,1996,2.28999996185303,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),SV,El Salvador
SLV,1996,10.4799995422363,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),SV,El Salvador
SLV,1996,7.67999982833862,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,1996,7.67999982833862,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,1997,7.98000001907349,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,1997,7.98000001907349,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,1998,7.09999990463257,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,1998,7.09999990463257,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,1999,6.67999982833862,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,1999,6.67999982833862,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2000,6.96000003814697,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2000,6.96000003814697,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2001,6.96000003814697,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2001,6.96000003814697,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2002,5.73000001907349,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2002,5.73000001907349,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2003,6.26000022888184,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2003,6.26000022888184,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2004,6.05000019073486,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2004,6.05000019073486,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2005,7.21999979019165,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2005,7.21999979019165,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2006,6.57000017166138,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2006,6.57000017166138,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2007,6.40999984741211,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2007,6.40999984741211,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2008,5.88000011444092,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2008,5.88000011444092,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2009,24.2199993133545,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",SV,El Salvador
SLV,2009,7.32999992370605,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2009,7.32999992370605,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2010,23.4099998474121,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",SV,El Salvador
SLV,2010,5.7782998085022,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),SV,El Salvador
SLV,2010,7.4261999130249,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),SV,El Salvador
SLV,2010,4.89300012588501,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2010,4.8931999206543,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2011,22.6800003051758,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",SV,El Salvador
SLV,2011,3.65470004081726,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),SV,El Salvador
SLV,2011,7.33629989624023,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),SV,El Salvador
SLV,2011,4.29699993133545,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2011,4.29729986190796,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2012,24.6499996185303,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",SV,El Salvador
SLV,2012,4.59810018539429,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),SV,El Salvador
SLV,2012,6.4411997795105,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),SV,El Salvador
SLV,2012,3.84299993515015,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2012,3.84310007095337,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2013,24.4300003051758,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",SV,El Salvador
SLV,2013,4.14020013809204,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),SV,El Salvador
SLV,2013,5.92880010604858,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),SV,El Salvador
SLV,2013,3.69300007820129,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2013,3.69260001182556,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2014,22.9699993133545,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",SV,El Salvador
SLV,2014,3.33739995956421,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),SV,El Salvador
SLV,2014,6.39069986343384,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),SV,El Salvador
SLV,2014,4.15399980545044,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2014,4.15399980545044,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2015,22.2199993133545,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",SV,El Salvador
SLV,2015,4.41099977493286,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),SV,El Salvador
SLV,2015,5.8125,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),SV,El Salvador
SLV,2015,3.99799990653992,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2015,3.99830007553101,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2016,22.8999996185303,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",SV,El Salvador
SLV,2016,6.58440017700195,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),SV,El Salvador
SLV,2016,6.84579992294312,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),SV,El Salvador
SLV,2016,4.41800022125244,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2016,4.41830015182495,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2017,23.0200004577637,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",SV,El Salvador
SLV,2017,5.20629978179932,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),SV,El Salvador
SLV,2017,6.79400014877319,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),SV,El Salvador
SLV,2017,4.38500022888184,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2017,4.38500022888184,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2018,22.9300003051758,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",SV,El Salvador
SLV,2018,4.98330020904541,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),SV,El Salvador
SLV,2018,5.96840000152588,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),SV,El Salvador
SLV,2018,4.00600004196167,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
SLV,2018,4.00570011138916,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",SV,El Salvador
SLV,2019,4.1100001335144,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SV,El Salvador
GNQ,1983,25,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",GQ,Equatorial Guinea
GNQ,1991,6.52099990844727,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,1992,6.57999992370605,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,1993,6.69799995422363,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,1994,6.71999979019165,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,1995,6.72499990463257,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,1996,6.74200010299683,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,1997,6.72599983215332,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,1998,6.71999979019165,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,1999,6.77899980545044,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2000,6.75400018692017,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2001,6.75,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2002,6.81599998474121,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2003,6.82200002670288,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2004,6.76000022888184,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2005,6.68200016021729,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2006,6.51900005340576,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2007,6.37799978256226,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2008,6.33099985122681,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2009,6.64599990844727,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2010,6.72300004959106,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2011,6.72599983215332,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2012,6.74100017547607,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2013,6.76100015640259,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2014,6.69199991226196,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2015,6.64400005340576,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2016,6.58500003814697,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2017,6.48299980163574,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2018,6.38299989700317,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
GNQ,2019,6.43300008773804,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",GQ,Equatorial Guinea
ERI,1991,5.22900009155273,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,1992,5.28299999237061,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,1993,5.38899993896484,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,1994,5.40799999237061,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,1995,5.41300010681152,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,1996,5.42799997329712,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,1997,5.41400003433228,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,1998,5.40799999237061,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,1999,5.46099996566772,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2000,5.43900012969971,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2001,5.43499994277954,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2002,5.49399995803833,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2003,5.5,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2004,5.44399976730347,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2005,5.3730001449585,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2006,5.22599983215332,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2007,5.09999990463257,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2008,5.05700016021729,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2009,5.34000015258789,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2010,5.40999984741211,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2011,5.41200017929077,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2012,5.42600011825562,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2013,5.44399976730347,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2014,5.38199996948242,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2015,5.33799982070923,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2016,5.28499984741211,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2017,5.19299983978271,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2018,5.10400009155273,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
ERI,2019,5.14400005340576,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",ER,Eritrea
EST,1989,0.560000002384186,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,1990,0.65,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,1990,0.637000024318695,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,1991,1.475,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,1991,1.46800005435944,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,1991,1.46800005435944,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,1992,3.725,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,1992,3.68099999427795,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,1992,3.68099999427795,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,1993,6.55,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,1993,6.54400014877319,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,1993,6.54400014877319,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,1994,7.55,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,1994,7.56099987030029,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,1994,7.56099987030029,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,1995,9.75,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,1995,8.89000034332275,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),EE,Estonia
EST,1995,8.9399995803833,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),EE,Estonia
EST,1995,9.65900039672852,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,1995,9.65900039672852,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,1996,9.95,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,1996,9.91499996185303,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,1996,9.91499996185303,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,1997,19.1599998474121,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",EE,Estonia
EST,1997,9.65,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,1997,10.3690004348755,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,1997,10.3691997528076,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,1998,21.8999996185303,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",EE,Estonia
EST,1998,9.825,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,1998,5.00750017166138,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),EE,Estonia
EST,1998,10.4512996673584,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),EE,Estonia
EST,1998,9.51000022888184,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,1998,9.50979995727539,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,1999,20.0699996948242,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",EE,Estonia
EST,1999,12.25,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,1999,5.92910003662109,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),EE,Estonia
EST,1999,12.5775995254517,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),EE,Estonia
EST,1999,11.5729999542236,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,1999,11.5731000900269,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,2000,25.3199996948242,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",EE,Estonia
EST,2000,14.575,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,2000,5.09019994735718,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),EE,Estonia
EST,2000,15.0392999649048,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),EE,Estonia
EST,2000,13.3599996566772,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,2000,13.3598003387451,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,2001,22.1900005340576,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",EE,Estonia
EST,2001,13,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,2001,7.94259977340698,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),EE,Estonia
EST,2001,14.4132995605469,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),EE,Estonia
EST,2001,13.1339998245239,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,2001,13.1344995498657,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,2002,17.9699993133545,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",EE,Estonia
EST,2002,11.225,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,2002,5.05970001220703,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),EE,Estonia
EST,2002,10.06130027771,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),EE,Estonia
EST,2002,10.0260000228882,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,2002,10.0261001586914,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,2003,20.8799991607666,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",EE,Estonia
EST,2003,10.35,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,2003,5.21040010452271,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),EE,Estonia
EST,2003,12.5186996459961,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),EE,Estonia
EST,2003,11.2880001068115,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,2003,11.2875995635986,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,2004,16.1800003051758,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",EE,Estonia
EST,2004,10.125,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,2004,6.35820007324219,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),EE,Estonia
EST,2004,10.5643997192383,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),EE,Estonia
EST,2004,10.2480001449585,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,2004,10.2477998733521,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,2005,14.6099996566772,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",EE,Estonia
EST,2005,8.025,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,2005,4.12799978256226,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),EE,Estonia
EST,2005,9.27729988098145,SL.UEM.INTM.ZS,Unemployment with intermediate education (% of total labor force with intermediate education),EE,Estonia
EST,2005,8.03299999237061,SL.UEM.TOTL.ZS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",EE,Estonia
EST,2005,8.03310012817383,SL.UEM.TOTL.NE.ZS,"Unemployment, total (% of total labor force) (national estimate)",EE,Estonia
EST,2006,14.6599998474121,SL.TLF.PART.ZS,"Part time employment, total (% of total employment)",EE,Estonia
EST,2006,5.95,UNEMPSA_,"Unemployment rate,Percent,,,",EE,Estonia
EST,2006,3.23239994049072,SL.UEM.ADVN.ZS,Unemployment with advanced education (% of total labor force with advanced education),EE,Estonia
