countrycode,countryname,regioncode,coveragetype,year,datayear,datatype,isinterpolated,usemicrodata,ppp,povertyline,mean,headcount,povertygap,povertygapsq,watts,gini,median,mld,polarization,population,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,diff
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,26.1,78.38737,0.99999,0.99998,0.99997,2.421806,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,26.2,78.38737,0.99999,0.99998,0.99997,2.4257,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,26.3,78.38737,0.99999,0.99998,0.99997,2.429579,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,26.4,78.38737,0.99999,0.99998,0.99997,2.415825,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,26.5,78.38737,0.99999,0.99998,0.99997,2.419655,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,26.6,78.38737,0.99999,0.99998,0.99997,2.441128,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,26.7,78.38737,0.99999,0.99998,0.99997,2.42727,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,26.8,78.38737,0.99999,0.99998,0.99997,2.448755,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,26.9,78.38737,0.99999,0.99998,0.99997,2.434829,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,27,78.38737,0.99999,0.99998,0.99997,2.456326,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,27.1,78.38737,0.99999,0.99998,0.99997,2.442332,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,27.2,78.38737,0.99999,0.99998,0.99997,2.446062,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,27.3,78.38737,0.99999,0.99998,0.99997,2.467576,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,27.4,78.38737,0.99999,0.99998,0.99997,2.471299,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,27.5,78.38737,0.99999,0.99998,0.99997,2.457173,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,27.6,78.38737,0.99999,0.99998,0.99997,2.460849,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,27.7,78.38737,0.99999,0.99998,0.99997,2.464512,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,27.8,78.38737,0.99999,0.99998,0.99997,2.468162,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,27.9,78.38737,0.99999,0.99998,0.99997,2.471799,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,28,78.38737,0.99999,0.99998,0.99997,2.493354,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,28.1,78.38737,0.99999,0.99998,0.99997,2.479033,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,28.2,78.38737,0.99999,0.99998,0.99997,2.500601,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,28.3,78.38737,0.99999,0.99998,0.99997,2.486217,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,28.4,78.38737,0.99999,0.99998,0.99997,2.507796,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,28.5,78.38737,0.99999,0.99998,0.99997,2.511375,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,28.6,78.38737,0.99999,0.99998,0.99997,2.514941,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,28.7,78.38737,0.99999,0.99998,0.99997,2.500432,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,28.8,78.38737,0.99999,0.99998,0.99997,2.503955,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,28.9,78.38737,0.99999,0.99998,0.99997,2.525565,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,29,78.38737,0.99999,0.99998,0.99997,2.529082,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,29.1,78.38737,0.99999,0.99998,0.99997,2.514451,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,29.2,78.38737,0.99999,0.99998,0.99997,2.53608,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,29.3,78.38737,0.99999,0.99998,0.99997,2.521388,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,29.4,78.38737,0.99999,0.99998,0.99997,2.543029,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,29.5,78.38737,0.99999,0.99998,0.99997,2.528278,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,29.6,78.38737,0.99999,0.99998,0.99997,2.549932,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,29.7,78.38737,0.99999,0.99998,0.99997,2.553366,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,29.8,78.38737,0.99999,0.99998,0.99997,2.556788,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,29.9,78.38737,0.99999,0.99998,0.99997,2.560198,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,30,78.38737,0.99999,0.99998,0.99997,2.563598,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,30.1,78.38737,0.99999,0.99998,0.99997,2.566986,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,30.2,78.38737,0.99999,0.99998,0.99997,2.570363,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,30.3,78.38737,0.99999,0.99998,0.99997,2.555378,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,30.4,78.38737,0.99999,0.99998,0.99997,2.577083,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,30.5,78.38737,0.99999,0.99998,0.99997,2.562042,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,30.6,78.38737,0.99999,0.99998,0.99997,2.583758,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,30.7,78.38737,0.99999,0.99998,0.99997,2.568661,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,30.8,78.38737,0.99999,0.99998,0.99997,2.590391,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,30.9,78.38737,0.99999,0.99998,0.99997,2.575238,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,31,78.38737,0.99999,0.99998,0.99997,2.57851,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,31.1,78.38737,0.99999,0.99998,0.99997,2.600259,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,31.2,78.38737,0.99999,0.99998,0.99997,2.603527,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,31.3,78.38737,0.99999,0.99998,0.99997,2.606785,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,31.4,78.38737,0.99999,0.99998,0.99997,2.610032,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,31.5,78.38737,0.99999,0.99998,0.99997,2.613269,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,31.6,78.38737,0.99999,0.99998,0.99997,2.616496,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,31.7,78.38737,0.99999,0.99998,0.99997,2.601125,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,31.8,78.38737,0.99999,0.99998,0.99997,2.604315,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,31.9,78.38737,0.99999,0.99998,0.99997,2.626116,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,32,78.38737,0.99999,0.99998,0.99997,2.610665,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,32.1,78.38737,0.99999,0.99998,0.99997,2.632478,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,32.2,78.38737,0.99999,0.99998,0.99997,2.635645,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,32.3,78.38737,0.99999,0.99998,0.99997,2.638801,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,32.4,78.38737,0.99999,0.99998,0.99997,2.623246,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,32.5,78.38737,0.99999,0.99998,0.99997,2.645085,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,32.6,78.38737,0.99999,0.99998,0.99997,2.629479,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,32.7,78.38737,0.99999,0.99998,0.99997,2.63258,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,32.8,78.38737,0.99999,0.99998,0.99997,2.654439,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,32.9,78.38737,0.99999,0.99998,0.99997,2.657538,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,33,78.38737,0.99999,0.99998,0.99997,2.660628,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,33.1,78.38737,0.99999,0.99998,0.99997,2.663708,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,33.2,78.38737,0.99999,0.99998,0.99997,2.666779,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,33.3,78.38737,0.99999,0.99998,0.99997,2.66984,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,33.4,78.38737,0.99999,0.99998,0.99997,2.672893,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,33.5,78.38737,0.99999,0.99998,0.99997,2.675936,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,33.6,78.38737,0.99999,0.99998,0.99997,2.660078,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,33.7,78.38737,0.99999,0.99998,0.99997,2.663087,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,33.8,78.38737,0.99999,0.99998,0.99997,2.666088,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,33.9,78.38737,0.99999,0.99998,0.99997,2.688019,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,34,78.38737,0.99999,0.99998,0.99997,2.672062,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,34.1,78.38737,0.99999,0.99998,0.99997,2.694007,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,34.2,78.38737,0.99999,0.99998,0.99997,2.696988,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,34.3,78.38737,0.99999,0.99998,0.99997,2.680959,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,34.4,78.38737,0.99999,0.99998,0.99997,2.683908,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,34.5,78.38737,0.99999,0.99998,0.99997,2.705879,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,34.6,78.38737,0.99999,0.99998,0.99997,2.689778,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,34.7,78.38737,0.99999,0.99998,0.99997,2.711763,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,34.8,78.38737,0.99999,0.99998,0.99997,2.714692,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,34.9,78.38737,0.99999,0.99998,0.99997,2.698521,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,35,78.38737,0.99999,0.99998,0.99997,2.701419,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,35.1,78.38737,0.99999,0.99998,0.99997,2.72343,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,35.2,78.38737,0.99999,0.99998,0.99997,2.726326,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,35.3,78.38737,0.99999,0.99998,0.99997,2.729214,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,35.4,78.38737,0.99999,0.99998,0.99997,2.732093,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,35.5,78.38737,0.99999,0.99998,0.99997,2.734965,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,35.6,78.38737,0.99999,0.99998,0.99997,2.718633,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,35.7,78.38737,0.99999,0.99998,0.99997,2.740684,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,35.8,78.38737,0.99999,0.99998,0.99997,2.743531,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,35.9,78.38737,0.99999,0.99998,0.99997,2.74637,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,36,78.38737,0.99999,0.99998,0.99997,2.749202,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,36.1,78.38737,0.99999,0.99998,0.99997,2.732757,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,36.2,78.38737,0.99999,0.99998,0.99997,2.735558,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
CHN,China,EAP,U,1987,1987,income,0,0,3.696112,36.3,78.38737,0.99999,0.99998,0.99997,2.738352,0.2019938,73.9687,0.06944133,NA,262.976051,0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181,0
